country,continent,year,pop,gdpPercap
Iraq,Asia,1982,14173318,14517.90711
Iraq,Asia,1987,16543189,11643.57268
Iraq,Asia,1992,17861905,3745.640687
Iraq,Asia,1997,20775703,3076.239795
Iraq,Asia,2002,24001816,4390.717312
Iraq,Asia,2007,27499638,4471.061906
Ireland,Europe,1962,2830000,6631.597314
Ireland,Europe,1967,2900100,7655.568963
Ireland,Europe,1972,3024400,9530.772896
Ireland,Europe,1977,3271900,11150.98113
Ireland,Europe,1982,3480000,12618.32141
Ireland,Europe,1987,3539900,13872.86652
Ireland,Europe,1992,3557761,17558.81555
Ireland,Europe,1997,3667233,24521.94713
Ireland,Europe,2002,3879155,34077.04939
Ireland,Europe,2007,4109086,40675.99635
Israel,Asia,1962,2310904,7105.630706
Israel,Asia,1967,2693585,8393.741404
Israel,Asia,1972,3095893,12786.93223
Israel,Asia,1977,3495918,13306.61921
Israel,Asia,1982,3858421,15367.0292
Israel,Asia,1987,4203148,17122.47986
Israel,Asia,1992,4936550,18051.52254
Israel,Asia,1997,5531387,20896.60924
Israel,Asia,2002,6029529,21905.59514
Israel,Asia,2007,6426679,25523.2771
Italy,Europe,1962,50843200,8243.58234
Italy,Europe,1967,52667100,10022.40131
Italy,Europe,1972,54365564,12269.27378
Italy,Europe,1977,56059245,14255.98475
Italy,Europe,1982,56535636,16537.4835
Italy,Europe,1987,56729703,19207.23482
Italy,Europe,1992,56840847,22013.64486
Italy,Europe,1997,57479469,24675.02446
Italy,Europe,2002,57926999,27968.09817
Italy,Europe,2007,58147733,28569.7197
Jamaica,Americas,1962,1665128,5246.107524
Jamaica,Americas,1967,1861096,6124.703451
Jamaica,Americas,1972,1997616,7433.889293
Jamaica,Americas,1977,2156814,6650.195573
Jamaica,Americas,1982,2298309,6068.05135
Jamaica,Americas,1987,2326606,6351.237495
Jamaica,Americas,1992,2378618,7404.923685
Jamaica,Americas,1997,2531311,7121.924704
Jamaica,Americas,2002,2664659,6994.774861
Jamaica,Americas,2007,2780132,7320.880262
Japan,Asia,1962,95831757,6576.649461
Japan,Asia,1967,100825279,9847.788607
Japan,Asia,1972,107188273,14778.78636
Japan,Asia,1977,113872473,16610.37701
Japan,Asia,1982,118454974,19384.10571
Japan,Asia,1987,122091325,22375.94189
Japan,Asia,1992,124329269,26824.89511
Japan,Asia,1997,125956499,28816.58499
Japan,Asia,2002,127065841,28604.5919
Japan,Asia,2007,127467972,31656.06806
Jordan,Asia,1962,933559,2348.009158
Jordan,Asia,1967,1255058,2741.796252
Jordan,Asia,1972,1613551,2110.856309
Jordan,Asia,1977,1937652,2852.351568
Jordan,Asia,1982,2347031,4161.415959
Jordan,Asia,1987,2820042,4448.679912
Jordan,Asia,1992,3867409,3431.593647
Jordan,Asia,1997,4526235,3645.379572
Jordan,Asia,2002,5307470,3844.917194
Jordan,Asia,2007,6053193,4519.461171
Kenya,Africa,1962,8678557,896.9663732
Kenya,Africa,1967,10191512,1056.736457
Kenya,Africa,1972,12044785,1222.359968
Kenya,Africa,1977,14500404,1267.613204
Kenya,Africa,1982,17661452,1348.225791
Kenya,Africa,1987,21198082,1361.936856
Kenya,Africa,1992,25020539,1341.921721
Kenya,Africa,1997,28263827,1360.485021
Kenya,Africa,2002,31386842,1287.514732
Kenya,Africa,2007,35610177,1463.249282
"Korea, Dem. Rep.",Asia,1962,10917494,1621.693598
"Korea, Dem. Rep.",Asia,1967,12617009,2143.540609
"Korea, Dem. Rep.",Asia,1972,14781241,3701.621503
"Korea, Dem. Rep.",Asia,1977,16325320,4106.301249
"Korea, Dem. Rep.",Asia,1982,17647518,4106.525293
"Korea, Dem. Rep.",Asia,1987,19067554,4106.492315
"Korea, Dem. Rep.",Asia,1992,20711375,3726.063507
"Korea, Dem. Rep.",Asia,1997,21585105,1690.756814
"Korea, Dem. Rep.",Asia,2002,22215365,1646.758151
"Korea, Dem. Rep.",Asia,2007,23301725,1593.06548
"Korea, Rep.",Asia,1962,26420307,1536.344387
"Korea, Rep.",Asia,1967,30131000,2029.228142
"Korea, Rep.",Asia,1972,33505000,3030.87665
"Korea, Rep.",Asia,1977,36436000,4657.22102
"Korea, Rep.",Asia,1982,39326000,5622.942464
"Korea, Rep.",Asia,1987,41622000,8533.088805
"Korea, Rep.",Asia,1992,43805450,12104.27872
"Korea, Rep.",Asia,1997,46173816,15993.52796
"Korea, Rep.",Asia,2002,47969150,19233.98818
"Korea, Rep.",Asia,2007,49044790,23348.13973
Kuwait,Asia,1962,358266,95458.11176
Kuwait,Asia,1967,575003,80894.88326
Kuwait,Asia,1972,841934,109347.867
Kuwait,Asia,1977,1140357,59265.47714
Kuwait,Asia,1982,1497494,31354.03573
Kuwait,Asia,1987,1891487,28118.42998
Kuwait,Asia,1992,1418095,34932.91959
Kuwait,Asia,1997,1765345,40300.619960000004
Kuwait,Asia,2002,2111561,35110.10566
Kuwait,Asia,2007,2505559,47306.98978
Lebanon,Asia,1962,1886848,5714.560611
Lebanon,Asia,1967,2186894,6006.983042
Lebanon,Asia,1972,2680018,7486.384341
Lebanon,Asia,1977,3115787,8659.696836
Lebanon,Asia,1982,3086876,7640.519521
Lebanon,Asia,1987,3089353,5377.091329
Lebanon,Asia,1992,3219994,6890.806854
Lebanon,Asia,1997,3430388,8754.96385
Lebanon,Asia,2002,3677780,9313.93883
Lebanon,Asia,2007,3921278,10461.05868
Lesotho,Africa,1962,893143,411.8006266
Lesotho,Africa,1967,996380,498.6390265
Lesotho,Africa,1972,1116779,496.5815922
Lesotho,Africa,1977,1251524,745.3695408
Lesotho,Africa,1982,1411807,797.2631074
Lesotho,Africa,1987,1599200,773.9932141
Lesotho,Africa,1992,1803195,977.4862725
Lesotho,Africa,1997,1982823,1186.147994
Lesotho,Africa,2002,2046772,1275.184575
Lesotho,Africa,2007,2012649,1569.331442
Liberia,Africa,1962,1112796,634.1951625
Liberia,Africa,1967,1279406,713.6036483
Liberia,Africa,1972,1482628,803.0054535
Liberia,Africa,1977,1703617,640.3224383
Liberia,Africa,1982,1956875,572.1995694
Liberia,Africa,1987,2269414,506.1138573
Liberia,Africa,1992,1912974,636.6229191
Liberia,Africa,1997,2200725,609.17395079999994
Liberia,Africa,2002,2814651,531.4823679
Liberia,Africa,2007,3193942,414.5073415
Libya,Africa,1962,1441863,6757.030816
Libya,Africa,1967,1759224,18772.75169
Libya,Africa,1972,2183877,21011.49721
Libya,Africa,1977,2721783,21951.21176
Libya,Africa,1982,3344074,17364.27538
Libya,Africa,1987,3799845,11770.5898
Libya,Africa,1992,4364501,9640.138501
Libya,Africa,1997,4759670,9467.446056
Libya,Africa,2002,5368585,9534.677467
Libya,Africa,2007,6036914,12057.49928
Madagascar,Africa,1962,5703324,1643.38711
Madagascar,Africa,1967,6334556,1634.047282
Madagascar,Africa,1972,7082430,1748.562982
Madagascar,Africa,1977,8007166,1544.228586
Madagascar,Africa,1982,9171477,1302.878658
Madagascar,Africa,1987,10568642,1155.441948
Madagascar,Africa,1992,12210395,1040.67619
Madagascar,Africa,1997,14165114,986.2958956
Madagascar,Africa,2002,16473477,894.6370822
Madagascar,Africa,2007,19167654,1044.770126
Malawi,Africa,1962,3628608,427.9010856
Malawi,Africa,1967,4147252,495.5147806
Malawi,Africa,1972,4730997,584.6219709
Malawi,Africa,1977,5637246,663.2236766
Malawi,Africa,1982,6502825,632.8039209
Malawi,Africa,1987,7824747,635.5173634
Malawi,Africa,1992,10014249,563.2000145
Malawi,Africa,1997,10419991,692.2758103
Malawi,Africa,2002,11824495,665.4231186
Malawi,Africa,2007,13327079,759.3499101
Malaysia,Asia,1962,8906385,2036.884944
Malaysia,Asia,1967,10154878,2277.742396
Malaysia,Asia,1972,11441462,2849.09478
Malaysia,Asia,1977,12845381,3827.921571
Malaysia,Asia,1982,14441916,4920.355951
Malaysia,Asia,1987,16331785,5249.802653
Malaysia,Asia,1992,18319502,7277.912802
Malaysia,Asia,1997,20476091,10132.90964
Malaysia,Asia,2002,22662365,10206.97794
Malaysia,Asia,2007,24821286,12451.6558
Mali,Africa,1962,4690372,496.1743428
Mali,Africa,1967,5212416,545.0098873
Mali,Africa,1972,5828158,581.3688761
Mali,Africa,1977,6491649,686.3952693
Mali,Africa,1982,6998256,618.0140641
Mali,Africa,1987,7634008,684.1715576
Mali,Africa,1992,8416215,739.014375
Mali,Africa,1997,9384984,790.2579846
Mali,Africa,2002,10580176,951.4097518
Mali,Africa,2007,12031795,1042.581557
Mauritania,Africa,1962,1146757,1055.896036
Mauritania,Africa,1967,1230542,1421.145193
Mauritania,Africa,1972,1332786,1586.851781
Mauritania,Africa,1977,1456688,1497.492223
Mauritania,Africa,1982,1622136,1481.150189
Mauritania,Africa,1987,1841240,1421.603576
Mauritania,Africa,1992,2119465,1361.369784
Mauritania,Africa,1997,2444741,1483.136136
Mauritania,Africa,2002,2828858,1579.019543
Mauritania,Africa,2007,3270065,1803.151496
Mauritius,Africa,1962,701016,2529.067487
Mauritius,Africa,1967,789309,2475.387562
Mauritius,Africa,1972,851334,2575.484158
Mauritius,Africa,1977,913025,3710.982963
Mauritius,Africa,1982,992040,3688.037739
Mauritius,Africa,1987,1042663,4783.586903
Mauritius,Africa,1992,1096202,6058.253846
Mauritius,Africa,1997,1149818,7425.705295
Mauritius,Africa,2002,1200206,9021.815894
Mauritius,Africa,2007,1250882,10956.99112
Mexico,Americas,1962,41121485,4581.609385
Mexico,Americas,1967,47995559,5754.733883
Mexico,Americas,1972,55984294,6809.40669
Mexico,Americas,1977,63759976,7674.929108
Mexico,Americas,1982,71640904,9611.147541
Mexico,Americas,1987,80122492,8688.156003
Mexico,Americas,1992,88111030,9472.384295
Mexico,Americas,1997,95895146,9767.29753
Mexico,Americas,2002,102479927,10742.44053
Mexico,Americas,2007,108700891,11977.57496
Mongolia,Asia,1962,1010280,1056.353958
Mongolia,Asia,1967,1149500,1226.04113
Mongolia,Asia,1972,1320500,1421.741975
Mongolia,Asia,1977,1528000,1647.511665
Mongolia,Asia,1982,1756032,2000.603139
Mongolia,Asia,1987,2015133,2338.008304
Mongolia,Asia,1992,2312802,1785.402016
Mongolia,Asia,1997,2494803,1902.2521
Mongolia,Asia,2002,2674234,2140.739323
Mongolia,Asia,2007,2874127,3095.772271
Montenegro,Europe,1962,474528,4649.593785
Montenegro,Europe,1967,501035,5907.850937
Montenegro,Europe,1972,527678,7778.414017
Montenegro,Europe,1977,560073,9595.929905
Montenegro,Europe,1982,562548,11222.58762
Montenegro,Europe,1987,569473,11732.51017
Montenegro,Europe,1992,621621,7003.339037
Montenegro,Europe,1997,692651,6465.613349
Montenegro,Europe,2002,720230,6557.194282
Montenegro,Europe,2007,684736,9253.896111
Morocco,Africa,1962,13056604,1566.353493
Morocco,Africa,1967,14770296,1711.04477
Morocco,Africa,1972,16660670,1930.194975
Morocco,Africa,1977,18396941,2370.619976
Morocco,Africa,1982,20198730,2702.620356
Morocco,Africa,1987,22987397,2755.046991
Morocco,Africa,1992,25798239,2948.047252
Morocco,Africa,1997,28529501,2982.101858
Morocco,Africa,2002,31167783,3258.495584
Morocco,Africa,2007,33757175,3820.17523
Mozambique,Africa,1962,7788944,556.6863539
Mozambique,Africa,1967,8680909,566.6691539
Mozambique,Africa,1972,9809596,724.9178037
Mozambique,Africa,1977,11127868,502.3197334
Mozambique,Africa,1982,12587223,462.2114149
Mozambique,Africa,1987,12891952,389.8761846
Mozambique,Africa,1992,13160731,410.8968239
Mozambique,Africa,1997,16603334,472.3460771
Mozambique,Africa,2002,18473780,633.6179466
Mozambique,Africa,2007,19951656,823.6856205
Myanmar,Asia,1962,23634436,388
Myanmar,Asia,1967,25870271,349
Myanmar,Asia,1972,28466390,357
Myanmar,Asia,1977,31528087,371
Myanmar,Asia,1982,34680442,424
Myanmar,Asia,1987,38028578,385
Myanmar,Asia,1992,40546538,347
Myanmar,Asia,1997,43247867,415
Myanmar,Asia,2002,45598081,611
Myanmar,Asia,2007,47761980,944
Namibia,Africa,1962,621392,3173.215595
Namibia,Africa,1967,706640,3793.694753
Namibia,Africa,1972,821782,3746.080948
Namibia,Africa,1977,977026,3876.485958
Namibia,Africa,1982,1099010,4191.100511
Namibia,Africa,1987,1278184,3693.731337
Namibia,Africa,1992,1554253,3804.537999
Namibia,Africa,1997,1774766,3899.52426
Namibia,Africa,2002,1972153,4072.324751
Namibia,Africa,2007,2055080,4811.060429
Nepal,Asia,1962,10332057,652.3968593
Nepal,Asia,1967,11261690,676.4422254
Nepal,Asia,1972,12412593,674.7881296
Nepal,Asia,1977,13933198,694.1124398
Nepal,Asia,1982,15796314,718.3730947
Nepal,Asia,1987,17917180,775.6324501
Nepal,Asia,1992,20326209,897.7403604
Nepal,Asia,1997,23001113,1010.892138
Nepal,Asia,2002,25873917,1057.206311
Nepal,Asia,2007,28901790,1091.359778
Netherlands,Europe,1962,11805689,12790.84956
Netherlands,Europe,1967,12596822,15363.25136
Netherlands,Europe,1972,13329874,18794.74567
Netherlands,Europe,1977,13852989,21209.0592
Netherlands,Europe,1982,14310401,21399.46046
Netherlands,Europe,1987,14665278,23651.32361
Netherlands,Europe,1992,15174244,26790.94961
Netherlands,Europe,1997,15604464,30246.13063
Netherlands,Europe,2002,16122830,33724.75778
Netherlands,Europe,2007,16570613,36797.93332
New Zealand,Oceania,1962,2488550,13175.678
New Zealand,Oceania,1967,2728150,14463.91893
New Zealand,Oceania,1972,2929100,16046.03728
New Zealand,Oceania,1977,3164900,16233.7177
New Zealand,Oceania,1982,3210650,17632.4104
New Zealand,Oceania,1987,3317166,19007.19129
New Zealand,Oceania,1992,3437674,18363.32494
New Zealand,Oceania,1997,3676187,21050.41377
New Zealand,Oceania,2002,3908037,23189.80135
New Zealand,Oceania,2007,4115771,25185.00911
Nicaragua,Americas,1962,1590597,3634.364406
Nicaragua,Americas,1967,1865490,4643.393534
Nicaragua,Americas,1972,2182908,4688.593267
Nicaragua,Americas,1977,2554598,5486.371089
Nicaragua,Americas,1982,2979423,3470.338156
Nicaragua,Americas,1987,3344353,2955.984375
Nicaragua,Americas,1992,4017939,2170.151724
Nicaragua,Americas,1997,4609572,2253.023004
Nicaragua,Americas,2002,5146848,2474.548819
Nicaragua,Americas,2007,5675356,2749.320965
Niger,Africa,1962,4076008,997.7661127
Niger,Africa,1967,4534062,1054.384891
Niger,Africa,1972,5060262,954.2092363
Niger,Africa,1977,5682086,808.8970728
Niger,Africa,1982,6437188,909.7221354
Niger,Africa,1987,7332638,668.3000228
Niger,Africa,1992,8392818,581.182725
Niger,Africa,1997,9666252,580.3052092
Niger,Africa,2002,11140655,601.0745012
Niger,Africa,2007,12894865,619.6768924
Nigeria,Africa,1962,41871351,1150.927478
Nigeria,Africa,1967,47287752,1014.514104
Nigeria,Africa,1972,53740085,1698.388838
Nigeria,Africa,1977,62209173,1981.951806
Nigeria,Africa,1982,73039376,1576.97375
Nigeria,Africa,1987,81551520,1385.029563
Nigeria,Africa,1992,93364244,1619.848217
Nigeria,Africa,1997,106207839,1624.941275
Nigeria,Africa,2002,119901274,1615.286395
Nigeria,Africa,2007,135031164,2013.977305
Norway,Europe,1962,3638919,13450.40151
Norway,Europe,1967,3786019,16361.87647
Norway,Europe,1972,3933004,18965.05551
Norway,Europe,1977,4043205,23311.34939
Norway,Europe,1982,4114787,26298.63531
Norway,Europe,1987,4186147,31540.9748
Norway,Europe,1992,4286357,33965.66115
Norway,Europe,1997,4405672,41283.16433
Norway,Europe,2002,4535591,44683.97525
Norway,Europe,2007,4627926,49357.19017
Oman,Asia,1962,628164,2924.638113
Oman,Asia,1967,714775,4720.942687
Oman,Asia,1972,829050,10618.03855
Oman,Asia,1977,1004533,11848.34392
Oman,Asia,1982,1301048,12954.79101
Oman,Asia,1987,1593882,18115.22313
Oman,Asia,1992,1915208,18616.70691
Oman,Asia,1997,2283635,19702.05581
Oman,Asia,2002,2713462,19774.83687
Oman,Asia,2007,3204897,22316.19287
Pakistan,Asia,1962,53100671,803.3427418
Pakistan,Asia,1967,60641899,942.4082588
Pakistan,Asia,1972,69325921,1049.938981
Pakistan,Asia,1977,78152686,1175.921193
Pakistan,Asia,1982,91462088,1443.429832
Pakistan,Asia,1987,105186881,1704.686583
Pakistan,Asia,1992,120065004,1971.829464
Pakistan,Asia,1997,135564834,2049.350521
Pakistan,Asia,2002,153403524,2092.712441
Pakistan,Asia,2007,169270617,2605.94758
Panama,Americas,1962,1215725,3536.540301
Panama,Americas,1967,1405486,4421.009084
Panama,Americas,1972,1616384,5364.249663
Panama,Americas,1977,1839782,5351.912144
Panama,Americas,1982,2036305,7009.601598
Panama,Americas,1987,2253639,7034.779161
Panama,Americas,1992,2484997,6618.74305
Panama,Americas,1997,2734531,7113.692252
Panama,Americas,2002,2990875,7356.031934
Panama,Americas,2007,3242173,9809.185636
Paraguay,Americas,1962,2009813,2148.027146
Paraguay,Americas,1967,2287985,2299.376311
Paraguay,Americas,1972,2614104,2523.337977
Paraguay,Americas,1977,2984494,3248.373311
Paraguay,Americas,1982,3366439,4258.503604
Paraguay,Americas,1987,3886512,3998.875695
Paraguay,Americas,1992,4483945,4196.411078
Paraguay,Americas,1997,5154123,4247.400261
Paraguay,Americas,2002,5884491,3783.674243
Paraguay,Americas,2007,6667147,4172.838464
Peru,Americas,1962,10516500,4957.037982
Peru,Americas,1967,12132200,5788.09333
Peru,Americas,1972,13954700,5937.827283
Peru,Americas,1977,15990099,6281.290855
Peru,Americas,1982,18125129,6434.501797
Peru,Americas,1987,20195924,6360.9434440000005
Peru,Americas,1992,22430449,4446.380924
Peru,Americas,1997,24748122,5838.347657
Peru,Americas,2002,26769436,5909.020073
Peru,Americas,2007,28674757,7408.905561
Philippines,Asia,1962,30325264,1649.552153
Philippines,Asia,1967,35356600,1814.12743
Philippines,Asia,1972,40850141,1989.37407
Philippines,Asia,1977,46850962,2373.204287
Philippines,Asia,1982,53456774,2603.273765
Philippines,Asia,1987,60017788,2189.634995
Philippines,Asia,1992,67185766,2279.324017
Philippines,Asia,1997,75012988,2536.534925
Philippines,Asia,2002,82995088,2650.921068
Philippines,Asia,2007,91077287,3190.481016
Poland,Europe,1962,30329617,5338.752143
Poland,Europe,1967,31785378,6557.152776
Poland,Europe,1972,33039545,8006.506993
Poland,Europe,1977,34621254,9508.141454
Poland,Europe,1982,36227381,8451.531004
Poland,Europe,1987,37740710,9082.351172
Poland,Europe,1992,38370697,7738.881247
Poland,Europe,1997,38654957,10159.58368
Poland,Europe,2002,38625976,12002.23908
Poland,Europe,2007,38518241,15389.92468
Portugal,Europe,1962,9019800,4727.954889
Portugal,Europe,1967,9103000,6361.517993
Portugal,Europe,1972,8970450,9022.247417
Portugal,Europe,1977,9662600,10172.48572
Portugal,Europe,1982,9859650,11753.84291
Portugal,Europe,1987,9915289,13039.30876
Portugal,Europe,1992,9927680,16207.26663
Portugal,Europe,1997,10156415,17641.03156
Portugal,Europe,2002,10433867,19970.90787
Portugal,Europe,2007,10642836,20509.64777
Puerto Rico,Americas,1962,2448046,5108.34463
Puerto Rico,Americas,1967,2648961,6929.277714
Puerto Rico,Americas,1972,2847132,9123.041742
Puerto Rico,Americas,1977,3080828,9770.524921
Puerto Rico,Americas,1982,3279001,10330.98915
Puerto Rico,Americas,1987,3444468,12281.34191
Puerto Rico,Americas,1992,3585176,14641.58711
Puerto Rico,Americas,1997,3759430,16999.4333
Puerto Rico,Americas,2002,3859606,18855.60618
Puerto Rico,Americas,2007,3942491,19328.70901
Reunion,Africa,1962,358900,3173.72334
Reunion,Africa,1967,414024,4021.175739
Reunion,Africa,1972,461633,5047.658563
Reunion,Africa,1977,492095,4319.804067
Reunion,Africa,1982,517810,5267.219353
Reunion,Africa,1987,562035,5303.377488
Reunion,Africa,1992,622191,6101.255823
Reunion,Africa,1997,684810,6071.941411
Reunion,Africa,2002,743981,6316.1652
Reunion,Africa,2007,798094,7670.122558
Romania,Europe,1962,18680721,4734.997586
Romania,Europe,1967,19284814,6470.866545
Romania,Europe,1972,20662648,8011.414402
Romania,Europe,1977,21658597,9356.39724
Romania,Europe,1982,22356726,9605.314053
Romania,Europe,1987,22686371,9696.273295
Romania,Europe,1992,22797027,6598.409903
Romania,Europe,1997,22562458,7346.547557
Romania,Europe,2002,22404337,7885.360081
Romania,Europe,2007,22276056,10808.47561
Rwanda,Africa,1962,3051242,597.4730727
Rwanda,Africa,1967,3451079,510.9637142
Rwanda,Africa,1972,3992121,590.5806638
Rwanda,Africa,1977,4657072,670.0806011
Rwanda,Africa,1982,5507565,881.5706467
Rwanda,Africa,1987,6349365,847.991217
Rwanda,Africa,1992,7290203,737.0685949
Rwanda,Africa,1997,7212583,589.9445051
Rwanda,Africa,2002,7852401,785.6537648
Rwanda,Africa,2007,8860588,863.0884639
Sao Tome and Principe,Africa,1962,65345,1071.551119
Sao Tome and Principe,Africa,1967,70787,1384.840593
Sao Tome and Principe,Africa,1972,76595,1532.985254
Sao Tome and Principe,Africa,1977,86796,1737.561657
Sao Tome and Principe,Africa,1982,98593,1890.218117
Sao Tome and Principe,Africa,1987,110812,1516.525457
Sao Tome and Principe,Africa,1992,125911,1428.777814
Sao Tome and Principe,Africa,1997,145608,1339.076036
Sao Tome and Principe,Africa,2002,170372,1353.09239
Sao Tome and Principe,Africa,2007,199579,1598.435089
Saudi Arabia,Asia,1962,4943029,11626.41975
Saudi Arabia,Asia,1967,5618198,16903.04886
Saudi Arabia,Asia,1972,6472756,24837.42865
Saudi Arabia,Asia,1977,8128505,34167.7626
Saudi Arabia,Asia,1982,11254672,33693.17525
Saudi Arabia,Asia,1987,14619745,21198.26136
Saudi Arabia,Asia,1992,16945857,24841.61777
Saudi Arabia,Asia,1997,21229759,20586.69019
Saudi Arabia,Asia,2002,24501530,19014.54118
Saudi Arabia,Asia,2007,27601038,21654.83194
Senegal,Africa,1962,3430243,1654.988723
Senegal,Africa,1967,3965841,1612.404632
Senegal,Africa,1972,4588696,1597.712056
Senegal,Africa,1977,5260855,1561.769116
Senegal,Africa,1982,6147783,1518.479984
Senegal,Africa,1987,7171347,1441.72072
Senegal,Africa,1992,8307920,1367.899369
Senegal,Africa,1997,9535314,1392.368347
Senegal,Africa,2002,10870037,1519.635262
Senegal,Africa,2007,12267493,1712.472136
Serbia,Europe,1962,7616060,6289.629157
Serbia,Europe,1967,7971222,7991.707066
Serbia,Europe,1972,8313288,10522.06749
Serbia,Europe,1977,8686367,12980.66956
Serbia,Europe,1982,9032824,15181.0927
Serbia,Europe,1987,9230783,15870.87851
Serbia,Europe,1992,9826397,9325.068238
Serbia,Europe,1997,10336594,7914.320304
Serbia,Europe,2002,10111559,7236.075251
Serbia,Europe,2007,10150265,9786.534714
Sierra Leone,Africa,1962,2467895,1116.639877
Sierra Leone,Africa,1967,2662190,1206.043465
Sierra Leone,Africa,1972,2879013,1353.759762
Sierra Leone,Africa,1977,3140897,1348.285159
Sierra Leone,Africa,1982,3464522,1465.010784
Sierra Leone,Africa,1987,3868905,1294.447788
Sierra Leone,Africa,1992,4260884,1068.696278
Sierra Leone,Africa,1997,4578212,574.6481576
Sierra Leone,Africa,2002,5359092,699.489713
Sierra Leone,Africa,2007,6144562,862.5407561
Singapore,Asia,1962,1750200,3674.735572
Singapore,Asia,1967,1977600,4977.41854
Singapore,Asia,1972,2152400,8597.756202
Singapore,Asia,1977,2325300,11210.08948
Singapore,Asia,1982,2651869,15169.16112
Singapore,Asia,1987,2794552,18861.53081
Singapore,Asia,1992,3235865,24769.8912
Singapore,Asia,1997,3802309,33519.4766
Singapore,Asia,2002,4197776,36023.1054
Singapore,Asia,2007,4553009,47143.17964
Slovak Republic,Europe,1962,4237384,7481.107598
Slovak Republic,Europe,1967,4442238,8412.902397
Slovak Republic,Europe,1972,4593433,9674.167626
Slovak Republic,Europe,1977,4827803,10922.66404
Slovak Republic,Europe,1982,5048043,11348.54585
Slovak Republic,Europe,1987,5199318,12037.26758
Slovak Republic,Europe,1992,5302888,9498.467723
Slovak Republic,Europe,1997,5383010,12126.23065
Slovak Republic,Europe,2002,5410052,13638.77837
Slovak Republic,Europe,2007,5447502,18678.31435
Slovenia,Europe,1962,1582962,7402.303395
Slovenia,Europe,1967,1646912,9405.489397
Slovenia,Europe,1972,1694510,12383.4862
Slovenia,Europe,1977,1746919,15277.03017
Slovenia,Europe,1982,1861252,17866.72175
Slovenia,Europe,1987,1945870,18678.53492
Slovenia,Europe,1992,1999210,14214.71681
Slovenia,Europe,1997,2011612,17161.10735
Slovenia,Europe,2002,2011497,20660.01936
Slovenia,Europe,2007,2009245,25768.25759
Somalia,Africa,1962,3080153,1369.488336
Somalia,Africa,1967,3428839,1284.73318
Somalia,Africa,1972,3840161,1254.576127
Somalia,Africa,1977,4353666,1450.992513
Somalia,Africa,1982,5828892,1176.807031
Somalia,Africa,1987,6921858,1093.244963
Somalia,Africa,1992,6099799,926.9602964
Somalia,Africa,1997,6633514,930.5964284
Somalia,Africa,2002,7753310,882.0818218
Somalia,Africa,2007,9118773,926.1410683
South Africa,Africa,1962,18356657,5768.729717
South Africa,Africa,1967,20997321,7114.477971
South Africa,Africa,1972,23935810,7765.962636
South Africa,Africa,1977,27129932,8028.651439
South Africa,Africa,1982,31140029,8568.266228
South Africa,Africa,1987,35933379,7825.823398
South Africa,Africa,1992,39964159,7225.069258
South Africa,Africa,1997,42835005,7479.188244
South Africa,Africa,2002,44433622,7710.946444
South Africa,Africa,2007,43997828,9269.657808
Spain,Europe,1962,31158061,5693.843879
Spain,Europe,1967,32850275,7993.512294
Spain,Europe,1972,34513161,10638.75131
Spain,Europe,1977,36439000,13236.92117
Spain,Europe,1982,37983310,13926.16997
Spain,Europe,1987,38880702,15764.98313
Spain,Europe,1992,39549438,18603.06452
Spain,Europe,1997,39855442,20445.29896
Spain,Europe,2002,40152517,24835.47166
Spain,Europe,2007,40448191,28821.0637
Sri Lanka,Asia,1962,10421936,1074.47196
Sri Lanka,Asia,1967,11737396,1135.514326
Sri Lanka,Asia,1972,13016733,1213.39553
Sri Lanka,Asia,1977,14116836,1348.775651
Sri Lanka,Asia,1982,15410151,1648.079789
Sri Lanka,Asia,1987,16495304,1876.766827
Sri Lanka,Asia,1992,17587060,2153.739222
Sri Lanka,Asia,1997,18698655,2664.477257
Sri Lanka,Asia,2002,19576783,3015.378833
Sri Lanka,Asia,2007,20378239,3970.095407
Sudan,Africa,1962,11183227,1959.593767
Sudan,Africa,1967,12716129,1687.997641
Sudan,Africa,1972,14597019,1659.652775
Sudan,Africa,1977,17104986,2202.988423
Sudan,Africa,1982,20367053,1895.544073
Sudan,Africa,1987,24725960,1507.819159
Sudan,Africa,1992,28227588,1492.197043
Sudan,Africa,1997,32160729,1632.210764
Sudan,Africa,2002,37090298,1993.398314
Sudan,Africa,2007,42292929,2602.394995
Swaziland,Africa,1962,370006,1856.182125
Swaziland,Africa,1967,420690,2613.101665
Swaziland,Africa,1972,480105,3364.836625
Swaziland,Africa,1977,551425,3781.410618
Swaziland,Africa,1982,649901,3895.384018
Swaziland,Africa,1987,779348,3984.839812
Swaziland,Africa,1992,962344,3553.0224
Swaziland,Africa,1997,1054486,3876.76846
Swaziland,Africa,2002,1130269,4128.116943
Swaziland,Africa,2007,1133066,4513.480643
Sweden,Europe,1962,7561588,12329.44192
Sweden,Europe,1967,7867931,15258.29697
Sweden,Europe,1972,8122293,17832.02464
Sweden,Europe,1977,8251648,18855.72521
Sweden,Europe,1982,8325260,20667.38125
Sweden,Europe,1987,8421403,23586.92927
Sweden,Europe,1992,8718867,23880.01683
Sweden,Europe,1997,8897619,25266.59499
Sweden,Europe,2002,8954175,29341.63093
Sweden,Europe,2007,9031088,33859.74835
Switzerland,Europe,1962,5666000,20431.0927
Switzerland,Europe,1967,6063000,22966.14432
